CustomerID,Frequency,Recency,AveragePurchaseAmount,Cluster
12409.0,7,65,96.99061403508776,Medium-Value Customers
12410.0,3,38,24.32428571428571,Medium-Value Customers
12412.0,3,75,20.1127868852459,Medium-Value Customers
12413.0,5,9,17.353749999999998,Medium-Value Customers
12414.0,3,188,31.244999999999997,High Value Customer
12415.0,26,25,159.03014138817463,Medium-Value Customers
12417.0,12,40,18.074747474747475,Medium-Value Customers
12418.0,1,113,19.664117647058816,High Value Customer
12420.0,1,153,20.703103448275865,High Value Customer
12421.0,5,16,17.52760869565218,Medium-Value Customers
12422.0,3,169,20.60410256410256,High Value Customer
12423.0,9,89,14.675476190476191,Medium-Value Customers
12424.0,2,163,58.69866666666666,High Value Customer
12425.0,1,78,21.58888888888889,Medium-Value Customers
12426.0,1,195,19.42433333333333,High Value Customer
12427.0,5,12,20.23914285714286,Medium-Value Customers
12428.0,12,26,26.25733333333335,Medium-Value Customers
12429.0,4,9,38.66391752577321,Medium-Value Customers
12430.0,1,44,23.30909090909091,Medium-Value Customers
12431.0,18,2,26.73495833333333,Medium-Value Customers
12432.0,5,43,46.84555555555557,Medium-Value Customers
12433.0,7,10,31.847309523809503,Medium-Value Customers
12434.0,4,85,14.170185185185185,Medium-Value Customers
12435.0,2,80,217.49694444444438,Medium-Value Customers
12436.0,1,335,31.813125000000003,High Value Customer
12437.0,19,9,24.361492537313424,Medium-Value Customers
12438.0,2,15,29.661734693877555,Medium-Value Customers
12441.0,1,485,15.77727272727273,High Value Customer
12442.0,1,181,14.338333333333333,High Value Customer
12444.0,5,0,28.27943502824859,Medium-Value Customers
12445.0,1,22,33.35,Medium-Value Customers
12446.0,1,58,17.281206896551723,Medium-Value Customers
12447.0,1,67,18.326538461538462,Medium-Value Customers
12448.0,1,45,20.42954545454546,Medium-Value Customers
12449.0,4,23,21.294712041884825,Medium-Value Customers
12450.0,2,174,24.735,High Value Customer
12451.0,6,11,25.16484507042253,Medium-Value Customers
12452.0,3,17,18.633478260869566,Medium-Value Customers
12453.0,1,135,16.44395348837209,High Value Customer
12454.0,2,54,-1.8947806286936005e-15,Medium-Value Customers
12455.0,6,74,27.40955555555552,Medium-Value Customers
12456.0,4,45,24.448759689922465,Medium-Value Customers
12457.0,12,0,28.20264705882353,Medium-Value Customers
12458.0,2,72,24.931578947368422,Medium-Value Customers
12461.0,2,125,23.625142857142862,High Value Customer
12462.0,4,19,15.611249999999997,Medium-Value Customers
12463.0,7,6,14.81397727272727,Medium-Value Customers
12464.0,8,11,41.794827586206885,Medium-Value Customers
12465.0,3,18,14.390000000000002,Medium-Value Customers
12468.0,3,144,18.101,High Value Customer
12471.0,49,0,35.29363465160064,Medium-Value Customers
12472.0,13,52,15.932173913043489,Medium-Value Customers
12473.0,9,54,15.911899441340779,Medium-Value Customers
12474.0,30,3,15.572144420131291,Medium-Value Customers
12475.0,1,54,20.093888888888888,Medium-Value Customers
12476.0,20,16,24.797651515151543,Medium-Value Customers
12477.0,9,23,42.58769480519478,Medium-Value Customers
12478.0,1,181,18.916388888888896,High Value Customer
12479.0,3,12,13.637142857142859,Medium-Value Customers
12480.0,4,29,21.309285714285725,Medium-Value Customers
12481.0,11,23,25.646146788990833,Medium-Value Customers
12483.0,13,18,28.73000000000001,Medium-Value Customers
12484.0,8,101,12.843628571428573,Medium-Value Customers
12488.0,3,10,23.612,Medium-Value Customers
12489.0,1,162,22.328666666666663,High Value Customer
12490.0,10,18,22.113999999999994,Medium-Value Customers
12491.0,1,333,17.707692307692312,High Value Customer
12492.0,2,106,13.160499999999999,Medium-Value Customers
12493.0,3,166,18.121304347826086,High Value Customer
12494.0,13,10,13.563690476190486,Medium-Value Customers
12497.0,1,82,74.50714285714285,Medium-Value Customers
12498.0,3,22,17.55217391304348,Medium-Value Customers
12500.0,13,24,64.71184615384615,Medium-Value Customers
12501.0,2,162,13.0605,High Value Customer
12502.0,5,188,25.332448979591835,High Value Customer
12503.0,1,192,-1126.0,Medium-Value Customers
12504.0,4,19,7.600000000000002,Medium-Value Customers
12505.0,1,38,-4.5,Medium-Value Customers
12506.0,1,233,3.195652173913045,High Value Customer
12507.0,4,135,54.69826086956522,Medium-Value Customers
12508.0,2,27,5.772028985507247,Medium-Value Customers
12509.0,1,285,25.214285714285715,High Value Customer
12510.0,2,143,29.774848484848487,High Value Customer
12512.0,2,244,4.059705882352943,High Value Customer
12513.0,2,85,16.299722222222226,Medium-Value Customers
12514.0,1,268,19.95450980392157,High Value Customer
12515.0,1,354,23.98125,High Value Customer
12516.0,2,4,50.46384615384615,Medium-Value Customers
12517.0,6,29,8.618496503496502,Medium-Value Customers
12518.0,5,0,16.587822580645156,Medium-Value Customers
12519.0,1,153,18.935555555555553,High Value Customer
12520.0,6,37,16.661354838709677,Medium-Value Customers
12521.0,1,143,15.78105263157895,High Value Customer
12522.0,2,40,16.060000000000002,Medium-Value Customers
12523.0,13,9,15.868818181818188,Medium-Value Customers
12524.0,8,10,31.150833333333328,Medium-Value Customers
12526.0,3,54,18.544507042253528,Medium-Value Customers
12527.0,3,82,19.37277777777778,Medium-Value Customers
12528.0,8,10,20.234526315789484,Medium-Value Customers
12530.0,5,30,23.876911764705874,Medium-Value Customers
12531.0,1,15,7.365882352941177,Medium-Value Customers
12532.0,1,90,21.864375,Medium-Value Customers
12534.0,1,336,17.28857142857143,High Value Customer
12535.0,2,92,21.069117647058828,Medium-Value Customers
12536.0,5,30,15.043296703296715,Medium-Value Customers
12538.0,1,60,17.33095238095238,Medium-Value Customers
12539.0,5,23,14.060218978102185,Medium-Value Customers
12540.0,19,20,27.669521829521813,Medium-Value Customers
12541.0,3,60,18.868846153846157,Medium-Value Customers
12544.0,2,60,17.785,Medium-Value Customers
12545.0,2,76,20.007799999999996,Medium-Value Customers
12546.0,3,47,16.307142857142857,Medium-Value Customers
12547.0,2,198,25.975,High Value Customer
12548.0,1,167,19.04,High Value Customer
12550.0,1,80,16.926842105263148,Medium-Value Customers
12551.0,1,358,16.8,High Value Customer
12552.0,2,40,21.891,Medium-Value Customers
12553.0,14,0,18.63392857142858,Medium-Value Customers
12556.0,2,33,4.989338842975204,Medium-Value Customers
12557.0,5,17,363.3624242424242,Medium-Value Customers
12558.0,2,120,1.2111523905001707e-15,High Value Customer
12559.0,3,311,24.373181818181816,High Value Customer
12560.0,4,101,18.931441441441443,Medium-Value Customers
12561.0,1,69,14.928125,Medium-Value Customers
12562.0,7,23,22.510357142857156,Medium-Value Customers
12564.0,1,262,21.75714285714286,High Value Customer
12565.0,2,282,13.116999999999999,High Value Customer
12566.0,2,73,17.335,Medium-Value Customers
12567.0,11,23,19.686695464362835,Medium-Value Customers
12569.0,35,0,21.282670157068058,Medium-Value Customers
12571.0,2,40,15.282647058823526,Medium-Value Customers
12572.0,3,48,16.205161290322586,Medium-Value Customers
12573.0,1,228,5.7335714285714285,High Value Customer
12574.0,1,316,19.85909090909091,High Value Customer
12576.0,6,130,14.68516853932584,Medium-Value Customers
12577.0,4,243,4.022972972972975,High Value Customer
12578.0,4,22,22.944666666666656,Medium-Value Customers
12579.0,3,74,13.249032258064515,Medium-Value Customers
12580.0,1,159,17.320833333333333,High Value Customer
12581.0,1,40,13.180666666666665,Medium-Value Customers
12582.0,2,239,23.24363636363636,High Value Customer
12583.0,18,0,28.634820717131447,Medium-Value Customers
12584.0,18,10,15.03134920634921,Medium-Value Customers
12585.0,4,223,20.441340206185558,High Value Customer
12586.0,2,18,14.995,Medium-Value Customers
12587.0,1,301,36.0,High Value Customer
12588.0,1,40,21.490000000000002,Medium-Value Customers
12589.0,2,29,18.47657142857143,Medium-Value Customers
12590.0,3,5,140.87685714285718,Medium-Value Customers
12591.0,1,318,17.417307692307688,High Value Customer
12592.0,2,66,24.31111111111111,Medium-Value Customers
12593.0,3,109,19.909523809523808,Medium-Value Customers
12594.0,11,47,27.90100840336133,Medium-Value Customers
12596.0,2,36,22.898888888888887,Medium-Value Customers
12597.0,5,20,17.210887850467298,Medium-Value Customers
12598.0,9,10,22.57654135338345,Medium-Value Customers
12599.0,7,33,16.654516129032267,Medium-Value Customers
12600.0,11,29,39.7083076923077,Medium-Value Customers
12601.0,6,39,19.64,Medium-Value Customers
12602.0,1,0,12.760000000000003,Medium-Value Customers
12603.0,1,22,246.39999999999998,Medium-Value Customers
12604.0,2,80,15.886249999999997,Medium-Value Customers
12605.0,1,454,-2.5,High Value Customer
12607.0,2,0,1.6532429990457777e-15,Medium-Value Customers
12609.0,3,79,18.780833333333337,Medium-Value Customers
12610.0,7,23,18.540450450450457,Medium-Value Customers
12611.0,1,53,18.35876923076923,Medium-Value Customers
12612.0,2,58,30.647142857142864,Medium-Value Customers
12613.0,6,58,19.748343558282198,Medium-Value Customers
12614.0,1,160,15.779999999999998,High Value Customer
12615.0,4,72,21.820857142857147,Medium-Value Customers
12616.0,5,86,18.256944444444443,Medium-Value Customers
12617.0,1,60,8.465000000000005,Medium-Value Customers
12618.0,1,22,16.11909090909091,Medium-Value Customers
12619.0,13,17,33.840105263157895,Medium-Value Customers
12620.0,3,15,14.558804347826085,Medium-Value Customers
12621.0,23,5,28.717447257383963,Medium-Value Customers
12622.0,1,233,16.37272727272727,High Value Customer
12623.0,1,129,16.950000000000003,High Value Customer
12624.0,2,107,16.87184210526316,Medium-Value Customers
12625.0,3,5,28.728791208791204,Medium-Value Customers
12626.0,13,24,20.808957654723123,Medium-Value Customers
12627.0,7,11,19.47186956521739,Medium-Value Customers
12628.0,4,19,17.89790697674418,Medium-Value Customers
12630.0,2,10,19.857499999999998,Medium-Value Customers
12631.0,1,58,20.66129032258065,Medium-Value Customers
12633.0,5,0,20.78281553398058,Medium-Value Customers
12635.0,2,31,16.724554455445546,Medium-Value Customers
12637.0,10,92,15.10977157360406,Medium-Value Customers
12638.0,1,182,17.222820512820515,High Value Customer
12639.0,1,239,22.095454545454547,High Value Customer
12640.0,3,24,22.16188679245283,Medium-Value Customers
12641.0,1,116,18.59,High Value Customer
12642.0,3,26,21.558723404255318,Medium-Value Customers
12643.0,6,39,139.36,Medium-Value Customers
12644.0,1,305,15.416451612903229,High Value Customer
12645.0,5,110,23.72135135135136,Medium-Value Customers
12646.0,2,50,29.932666666666673,Medium-Value Customers
12647.0,13,23,28.671250000000004,Medium-Value Customers
12648.0,1,125,15.145238095238096,High Value Customer
12649.0,4,35,18.294242424242423,Medium-Value Customers
12650.0,1,181,15.722,High Value Customer
12651.0,1,100,12.66666666666667,Medium-Value Customers
12652.0,2,9,17.93196078431372,Medium-Value Customers
12653.0,2,149,51.39186046511629,High Value Customer
12654.0,5,11,15.841578947368422,Medium-Value Customers
12656.0,8,2,30.636307692307707,Medium-Value Customers
12657.0,5,12,20.572499999999998,Medium-Value Customers
12658.0,1,19,19.056944444444447,Medium-Value Customers
12659.0,1,60,18.336000000000002,Medium-Value Customers
12660.0,1,12,18.853846153846156,Medium-Value Customers
12662.0,12,23,16.452931034482752,Medium-Value Customers
12664.0,10,0,127.99684210526314,Medium-Value Customers
12665.0,2,9,15.4375,Medium-Value Customers
12666.0,1,360,-113.72,High Value Customer
12667.0,1,0,18.791818181818183,Medium-Value Customers
12668.0,6,12,22.280833333333344,Medium-Value Customers
12669.0,4,3,15.762058823529415,Medium-Value Customers
12670.0,6,11,31.767553191489366,Medium-Value Customers
12672.0,1,330,22.59,High Value Customer
12673.0,2,242,14.536190476190475,High Value Customer
12674.0,7,12,21.091318681318683,Medium-Value Customers
12676.0,6,25,29.586444444444457,Medium-Value Customers
12678.0,13,43,105.31892215568864,Medium-Value Customers
12679.0,9,0,18.90482142857143,Medium-Value Customers
12680.0,4,31,16.592499999999998,Medium-Value Customers
12681.0,27,15,21.172739938080497,Medium-Value Customers
12682.0,31,2,23.40613333333333,Medium-Value Customers
12683.0,20,5,22.710193370165747,Medium-Value Customers
12684.0,7,25,21.74885714285714,Medium-Value Customers
12685.0,6,29,18.236178343949046,Medium-Value Customers
12686.0,1,638,12.734285714285715,High Value Customer
12688.0,1,114,28.501812865497104,High Value Customer
12689.0,2,26,17.327916666666667,Medium-Value Customers
12690.0,1,206,24.313124999999996,High Value Customer
12691.0,6,0,32.36875,Medium-Value Customers
12693.0,6,5,20.267317073170723,Medium-Value Customers
12694.0,2,71,23.50459459459459,Medium-Value Customers
12695.0,4,108,21.55925925925926,Medium-Value Customers
12697.0,5,22,21.83767441860465,Medium-Value Customers
12700.0,6,127,18.029592592592614,Medium-Value Customers
12701.0,2,36,15.051132075471697,Medium-Value Customers
12702.0,1,20,18.25,Medium-Value Customers
12703.0,2,71,12.486363636363633,Medium-Value Customers
12704.0,10,23,24.676000000000002,Medium-Value Customers
12705.0,14,16,19.581149425287368,Medium-Value Customers
12707.0,1,292,18.285454545454545,High Value Customer
12708.0,16,37,15.036321839080466,Medium-Value Customers
12709.0,26,0,36.16381322957196,Medium-Value Customers
12710.0,4,202,14.311012658227856,High Value Customer
12712.0,17,9,29.870633802816897,Medium-Value Customers
12713.0,1,89,22.330263157894734,Medium-Value Customers
12714.0,5,10,18.180926640926618,Medium-Value Customers
12715.0,1,107,16.85047619047619,High Value Customer
12716.0,2,134,15.267971014492748,High Value Customer
12717.0,3,33,17.517500000000002,Medium-Value Customers
12718.0,1,72,12.539473684210527,Medium-Value Customers
12719.0,3,30,14.478571428571426,Medium-Value Customers
12720.0,29,3,15.914428969359339,Medium-Value Customers
12721.0,7,80,16.03036585365854,Medium-Value Customers
12722.0,6,3,15.865438596491229,Medium-Value Customers
12723.0,5,17,10.508260869565214,Medium-Value Customers
12724.0,4,39,19.460566037735845,Medium-Value Customers
12725.0,1,638,17.825,High Value Customer
12726.0,7,29,21.041129032258066,Medium-Value Customers
12727.0,9,11,27.997872340425534,Medium-Value Customers
12728.0,4,39,18.18108695652174,Medium-Value Customers
12729.0,1,114,17.42346153846154,High Value Customer
12731.0,14,24,67.84624548736464,Medium-Value Customers
12732.0,1,180,19.688333333333343,High Value Customer
12733.0,1,235,17.452272727272728,High Value Customer
12734.0,1,353,27.599999999999998,High Value Customer
12735.0,2,192,18.129534883720925,High Value Customer
12736.0,1,39,58.50000000000001,Medium-Value Customers
12738.0,1,665,14.122727272727273,High Value Customer
12739.0,2,79,26.658947368421053,Medium-Value Customers
12740.0,1,153,15.837037037037033,High Value Customer
12743.0,2,135,4.07783582089552,High Value Customer
12744.0,10,52,39.82703056768559,Medium-Value Customers
12747.0,11,23,40.73796116504855,Medium-Value Customers
12748.0,224,4,6.262839293408103,Medium-Value Customers
12749.0,8,23,16.745454545454553,Medium-Value Customers
12750.0,1,277,18.392,High Value Customer
12752.0,1,82,82.39207547169809,Medium-Value Customers
12753.0,11,23,91.4087391304348,Medium-Value Customers
12754.0,5,160,45.37107692307692,High Value Customer
12755.0,4,160,367.1999999999999,High Value Customer
12756.0,1,87,28.020000000000003,Medium-Value Customers
12757.0,19,4,11.214058355437675,Medium-Value Customers
12758.0,2,117,28.779278350515476,High Value Customer
12759.0,3,53,16.12042105263159,Medium-Value Customers
12762.0,2,26,27.514782608695658,Medium-Value Customers
12763.0,2,139,27.448888888888888,High Value Customer
12764.0,1,317,37.64177777777778,High Value Customer
12766.0,7,58,22.547193548387096,Medium-Value Customers
12769.0,1,239,35.737500000000004,High Value Customer
12770.0,1,211,112.62083333333332,High Value Customer
12772.0,1,30,16.22672727272728,Medium-Value Customers
12775.0,6,18,20.167761194029854,Medium-Value Customers
12778.0,7,20,15.769215686274512,Medium-Value Customers
12779.0,12,22,24.33144654088052,Medium-Value Customers
12781.0,5,22,23.590666666666667,Medium-Value Customers
12782.0,6,150,21.245981308411228,Medium-Value Customers
12783.0,8,54,18.649651162790693,Medium-Value Customers
12784.0,2,10,9.73593220338983,Medium-Value Customers
12785.0,2,151,20.380666666666666,High Value Customer
12787.0,3,10,23.183,Medium-Value Customers
12789.0,1,214,22.962500000000002,High Value Customer
12790.0,1,193,15.472380952380956,High Value Customer
12791.0,1,697,96.30000000000001,High Value Customer
12792.0,1,257,16.0216,High Value Customer
12793.0,2,100,22.728333333333335,Medium-Value Customers
12794.0,2,54,19.120222222222218,Medium-Value Customers
12795.0,1,19,30.748571428571434,Medium-Value Customers
12797.0,3,361,11.42235294117647,High Value Customer
12798.0,3,11,872.1299999999999,Medium-Value Customers
12802.0,2,95,15.868461538461535,Medium-Value Customers
12808.0,3,126,17.273214285714293,Medium-Value Customers
12809.0,2,169,18.62923076923077,High Value Customer
12811.0,3,261,16.608064516129033,High Value Customer
12812.0,1,45,15.30933333333333,Medium-Value Customers
12814.0,1,102,62.96,High Value Customer
12815.0,2,148,22.6268085106383,High Value Customer
12816.0,2,177,19.731034482758623,High Value Customer
12817.0,1,282,41.51,High Value Customer
12818.0,2,179,94.86749999999999,High Value Customer
12820.0,4,45,15.971864406779659,Medium-Value Customers
12821.0,1,96,15.453333333333333,Medium-Value Customers
12822.0,3,71,19.552765957446805,Medium-Value Customers
12823.0,5,75,351.9,Medium-Value Customers
12824.0,1,30,15.884799999999998,Medium-Value Customers
12826.0,8,60,15.618297872340422,Medium-Value Customers
12827.0,3,45,17.206,Medium-Value Customers
12828.0,6,113,18.191250000000004,Medium-Value Customers
12829.0,3,162,21.087500000000002,High Value Customer
12830.0,7,92,173.03589743589748,Medium-Value Customers
12831.0,1,263,23.894444444444446,High Value Customer
12832.0,2,152,14.186296296296298,High Value Customer
12833.0,1,146,17.39083333333333,High Value Customer
12834.0,1,310,17.354444444444443,High Value Customer
12836.0,4,30,14.930628571428564,Medium-Value Customers
12837.0,1,174,11.174999999999999,High Value Customer
12838.0,2,182,5.553902439024386,High Value Customer
12839.0,16,12,17.669683544303805,Medium-Value Customers
12840.0,6,65,23.39887931034482,Medium-Value Customers
12841.0,26,4,8.830068337129836,Medium-Value Customers
12842.0,2,71,32.9114705882353,Medium-Value Customers
12843.0,9,66,15.562592592592592,Medium-Value Customers
12844.0,2,60,6.268461538461537,Medium-Value Customers
12845.0,4,268,13.114444444444446,High Value Customer
12847.0,1,23,9.577362637362636,Medium-Value Customers
12849.0,2,121,20.6056862745098,High Value Customer
12851.0,1,245,2.703599999999999,High Value Customer
12852.0,2,291,14.9875,High Value Customer
12853.0,9,96,22.401190476190475,Medium-Value Customers
12854.0,5,6,11.210000000000003,Medium-Value Customers
12855.0,1,666,12.700000000000001,High Value Customer
12856.0,8,19,6.822334384858048,Medium-Value Customers
12857.0,2,69,24.052173913043486,Medium-Value Customers
12863.0,2,53,84.03333333333335,Medium-Value Customers
12864.0,1,139,49.04,High Value Customer
12865.0,3,27,16.12572916666666,Medium-Value Customers
12866.0,1,341,21.50461538461538,High Value Customer
12867.0,10,27,7.234519056261334,Medium-Value Customers
12868.0,6,9,15.019252336448606,Medium-Value Customers
12870.0,1,485,-7.449999999999999,High Value Customer
12871.0,2,85,34.60363636363637,Medium-Value Customers
12872.0,2,327,9.090454545454543,High Value Customer
12873.0,1,310,93.5,High Value Customer
12875.0,2,144,171.61500000000004,High Value Customer
12876.0,2,58,26.094352941176474,Medium-Value Customers
12877.0,12,25,9.972532467532472,Medium-Value Customers
12878.0,3,19,17.176326530612243,Medium-Value Customers
12879.0,4,45,46.04750000000001,Medium-Value Customers
12881.0,1,98,42.57142857142857,Medium-Value Customers
12882.0,2,10,112.54153846153842,Medium-Value Customers
12883.0,4,25,16.74928571428572,Medium-Value Customers
12884.0,1,1,44.15000000000001,Medium-Value Customers
12885.0,4,32,16.087083333333325,Medium-Value Customers
12886.0,3,66,15.710348837209304,Medium-Value Customers
12888.0,4,96,44.824285714285715,Medium-Value Customers
12890.0,1,24,4.639878048780488,Medium-Value Customers
12891.0,3,157,110.33333333333333,High Value Customer
12893.0,1,90,5.533529411764706,Medium-Value Customers
12895.0,3,43,14.470833333333331,Medium-Value Customers
12897.0,2,38,54.125,Medium-Value Customers
12901.0,36,11,130.34479999999996,Medium-Value Customers
12902.0,1,265,13.868,High Value Customer
12904.0,2,19,7.077499999999997,Medium-Value Customers
12906.0,5,12,46.34619047619046,Medium-Value Customers
12908.0,4,0,61.5,Medium-Value Customers
12909.0,8,40,22.1753125,Medium-Value Customers
12910.0,8,6,41.00053333333335,Medium-Value Customers
12912.0,5,15,69.2625,Medium-Value Customers
12913.0,5,16,49.672599999999996,Medium-Value Customers
12915.0,2,149,16.529545454545453,High Value Customer
12916.0,5,139,27.361009174311935,Medium-Value Customers
12917.0,1,277,297.0,High Value Customer
12919.0,8,2,25.027692307692305,Medium-Value Customers
12920.0,1,18,5.865357142857143,Medium-Value Customers
12921.0,50,4,22.11840755735495,Medium-Value Customers
12922.0,1,337,14.477857142857143,High Value Customer
12923.0,1,183,6.102413793103448,High Value Customer
12924.0,5,1,29.998387096774202,Medium-Value Customers
12925.0,2,75,15.42333333333333,Medium-Value Customers
12928.0,5,6,24.555952380952373,Medium-Value Customers
12929.0,2,93,11.677777777777779,Medium-Value Customers
12930.0,4,79,15.181481481481482,Medium-Value Customers
12931.0,20,22,328.0667647058824,Medium-Value Customers
12933.0,4,25,5.6661682242990645,Medium-Value Customers
12935.0,8,27,16.58807692307692,Medium-Value Customers
12936.0,5,17,16.077777777777783,Medium-Value Customers
12937.0,4,16,12.535583333333337,Medium-Value Customers
12938.0,1,26,12.682222222222222,Medium-Value Customers
12939.0,8,37,246.42127659574467,Medium-Value Customers
12940.0,4,47,8.507669902912621,Medium-Value Customers
12942.0,3,132,9.118666666666668,High Value Customer
12943.0,1,38,-3.75,Medium-Value Customers
12944.0,2,243,20.150333333333332,High Value Customer
12945.0,1,289,20.12826086956522,High Value Customer
12947.0,11,65,13.663009708737864,Medium-Value Customers
12948.0,8,17,17.40423728813559,Medium-Value Customers
12949.0,10,90,18.917899543379,Medium-Value Customers
12950.0,3,25,80.1304347826087,Medium-Value Customers
12951.0,8,164,16.031846153846157,Medium-Value Customers
12952.0,5,44,17.285500000000006,Medium-Value Customers
12953.0,1,10,19.402941176470588,Medium-Value Customers
12955.0,14,17,25.87027322404371,Medium-Value Customers
12956.0,1,191,5.687894736842105,High Value Customer
12957.0,12,10,16.307540983606568,Medium-Value Customers
12962.0,2,114,16.649375000000003,Medium-Value Customers
12963.0,9,11,19.17739583333333,Medium-Value Customers
12965.0,1,31,7.081743119266052,Medium-Value Customers
12966.0,1,10,16.018,Medium-Value Customers
12967.0,4,69,36.20454545454546,Medium-Value Customers
12968.0,1,113,27.189999999999998,High Value Customer
12970.0,4,301,2.994966887417218,High Value Customer
12971.0,89,9,35.48785714285714,Medium-Value Customers
12974.0,1,198,18.1,High Value Customer
12976.0,1,5,33.57272727272727,Medium-Value Customers
12977.0,1,186,4.36,High Value Customer
12980.0,12,9,295.5025,Medium-Value Customers
12981.0,2,60,18.610999999999997,Medium-Value Customers
12982.0,2,36,11.094117647058823,Medium-Value Customers
12984.0,1,19,24.375,Medium-Value Customers
12985.0,3,29,15.584871794871797,Medium-Value Customers
12987.0,3,74,18.166666666666668,Medium-Value Customers
12988.0,1,293,5.818695652173914,High Value Customer
12989.0,19,1,100.80161764705878,Medium-Value Customers
12990.0,3,121,31.500000000000004,Medium-Value Customers
12991.0,2,24,16.25032258064516,Medium-Value Customers
12993.0,4,24,15.361481481481478,Medium-Value Customers
12994.0,5,32,12.359178082191782,Medium-Value Customers
12995.0,2,78,40.144,Medium-Value Customers
12997.0,7,1,17.879701492537315,Medium-Value Customers
12999.0,3,128,16.281428571428567,Medium-Value Customers
13000.0,3,107,17.253225806451617,Medium-Value Customers
13001.0,15,23,28.648888888888926,Medium-Value Customers
13002.0,1,319,17.27857142857143,High Value Customer
13003.0,3,33,24.84166666666667,Medium-Value Customers
13004.0,22,12,13.724767726161367,Medium-Value Customers
13005.0,3,128,16.170689655172417,Medium-Value Customers
13006.0,1,57,20.3925,Medium-Value Customers
13008.0,2,324,11.898,High Value Customer
13011.0,1,665,16.85,High Value Customer
13012.0,11,10,12.258130841121503,Medium-Value Customers
13013.0,15,3,21.56301801801802,Medium-Value Customers
13014.0,16,11,27.140564516129036,Medium-Value Customers
13015.0,5,54,19.012954545454555,Medium-Value Customers
13016.0,3,74,16.80617021276595,Medium-Value Customers
13017.0,1,301,204.0,High Value Customer
13018.0,29,17,15.844771241830058,Medium-Value Customers
13021.0,12,26,19.2865671641791,Medium-Value Customers
13023.0,2,183,17.247500000000002,High Value Customer
13026.0,8,25,21.770930232558133,Medium-Value Customers
13027.0,6,114,265.84615384615387,Medium-Value Customers
13028.0,3,23,14.035744680851066,Medium-Value Customers
13029.0,3,90,124.75,Medium-Value Customers
13030.0,2,12,8.075555555555557,Medium-Value Customers
13032.0,3,53,13.286933333333332,Medium-Value Customers
13033.0,1,358,17.32272727272727,High Value Customer
13034.0,2,55,17.372162162162162,Medium-Value Customers
13035.0,3,58,29.554333333333336,Medium-Value Customers
13037.0,3,139,18.355625,High Value Customer
13038.0,3,81,32.445,Medium-Value Customers
13040.0,2,182,15.743953488372096,High Value Customer
13043.0,2,37,33.68357142857143,Medium-Value Customers
13044.0,1,292,16.983939393939398,High Value Customer
13045.0,1,335,16.959999999999997,High Value Customer
13046.0,2,90,17.980285714285714,Medium-Value Customers
13047.0,18,47,15.709693877551027,Medium-Value Customers
